['our, brother, tom, has, just] : 1
[there, tied, fast, all, this] : 1
[there, to, defend, them, as] : 1
[thereupon, repeated, several, times, the] : 1
[the, revised, text, adopted, by] : 1
[the, revolution, of, the, sun] : 1
[the, revolution, under, the, prince] : 1
[there, waited, his, majesty's, command] : 1
[the, reward, of, their, virtue] : 1
[there, was, a, collection, of] : 1
[there, was, a, cow, in] : 1
[there, was, a, fair, prospect] : 1
[there, was, a, fellow, with] : 1
[there, was, a, good, deal] : 1
[there, was, a, great, lord] : 1
[there, was, a, great, shout] : 1
[there, was, a, majority, against] : 1
[there, was, a, man, born] : 1
[there, was, a, most, ingenious] : 2
[there, was, an, astronomer, who] : 1
[there, was, another, point, which] : 1
[there, was, a, pair, of] : 1
[there, was, a, shoulder, of] : 1
[there, was, a, silver, watch] : 1
[there, was, a, small, brook] : 1
[there, was, a, sort, of] : 3
[there, was, a, stile, to] : 1
[there, was, a, turret, at] : 1
[there, was, a, universal, shout] : 1
[there, was, a, woman, with] : 1
[there, was, great, plenty, of] : 1
[there, was, hardly, a, rivulet] : 1
[there, was, in, it, an] : 1
[there, was, in, our, natures] : 1
[there, was, no, danger, for] : 1
[there, was, no, interruption, tediousness] : 1
[there, was, no, more, to] : 1
[there, was, no, ship, in] : 1
[there, was, not, above, a] : 1
[there, was, one, person, whose] : 1
[there, was, room, for, mercy] : 1
[there, was, some, mischief, when] : 1
[there, was, the, comb, i] : 1
[there, was, the, flesh, of] : 1
[there, was, the, same, resemblance] : 1
[there, was, yet, a, much] : 1
[there, were, about, fifty, men] : 1
[there, were, few, greater, lovers] : 1
[there, were, forty, fixed, round] : 1
[there, were, great, numbers, i] : 1
[there, were, no, such, people] : 1
[there, were, not, which, although] : 1
[there, were, several, of, his] : 1
[there, were, shoulders, legs, and] : 1
[there, were, six, ambassadors, with] : 1
[there, were, six, horses, the] : 1
[there, were, six, spanish, pieces] : 1
[there, were, some, which, i] : 1
[there, were, three, nags, and] : 1
[there, were, three, others, reaching] : 1
[there, were, two, pockets, which] : 1
[there, were, two, strong, staples] : 1
[there, who, was, an, intimate] : 1
[therewith, lifted, up, the, lappets] : 1
[there, would, be, more, leisure] : 1
[the, rich, and, to, each] : 1
[the, richest, subject, in, the] : 1
[the, rich, man, enjoyed, the] : 1
[the, rich, who, if, they] : 1
[the, rider, got, no, hurt] : 1
[the, riders, would, leap, them] : 1
[the, ridge, of, a, building] : 1
[the, ridge, to, the, eaves] : 1
[the, ridge, where, i, lay] : 1
[the, right, a, bag, or] : 1
[the, right, accent, wherein, i] : 1
[the, right, and, left, about] : 1
[the, right, and, left, on] : 1
[the, right, and, of, observing] : 1
[the, right, coat, of, the] : 1
[the, right, ear, but, i] : 1
[the, right, ear, of, him] : 1
[the, right, fob, hung, a] : 1
[the, right, hand, and, heard] : 1
[the, right, like, the, europeans] : 1
[the, right, of, the, crown] : 1
[the, right, opinion, which, is] : 1
[the, right, or, the, left] : 1
[the, right, owner, lie, under] : 1
[the, right, owner, yet, i] : 1
[the, right, side, of, his] : 1
[the, right, side, were, several] : 1
[the, right, to, the, left] : 1
[the, right, when, they, tell] : 1
[the, right, with, spleen, flatus] : 1
[the, ring, and, take, the] : 1
[the, ring, fixed, in, the] : 1
[the, ring, i, then, found] : 1
[the, ringleaders, to, be, seized] : 1
[the, ring, of, my, box] : 2
[the, ring, which, was, fastened] : 1
[the, rising, and, falling, of] : 1
[the, river, of, clumegnig, which] : 1
[the, rivers, issue, are, so] : 1
[the, river, that, passes, through] : 1
[the, road, for, fifty, or] : 1
[the, road, observing, the, littleness] : 1
[the, road, on, the, roof] : 1
[the, road, which, i, understood] : 1
[the, road, wondering, what, it] : 1
[the, rock, and, go, towards] : 1
[the, rock, i, could, plainly] : 1
[the, rock, or, were, left] : 1
[the, rocks, and, got, a] : 1
[the, rocks, on, the, sea] : 1
[the, rocks, the, sky, was] : 1
[the, rocks, to, look, for] : 1
[the, rocks, which, the, common] : 1
[the, rock, we, rowed, by] : 1
[the, roguery, and, ignorance, of] : 1
[the, roof, already, mentioned, contrived] : 1
[the, roof, and, gently, set] : 1
[the, roof, and, working, downward] : 1
[the, roof, had, sharpened, my] : 1
[the, roof, is, made, after] : 1
[the, roof, of, my, closet] : 2
[the, roof, over, me, a] : 1
[the, roofs, and, eaves, of] : 1
[the, roofs, of, their, houses] : 1
[the, roof, was, low, and] : 1
[the, room, and, divided, into] : 1
[the, room, and, listen, to] : 1
[the, room, and, the, queen] : 1
[the, room, as, it, is] : 1
[the, room, he, said, i] : 1
[the, room, humming, louder, than] : 1
[the, room, it, was, with] : 1
[the, room, my, master, gave] : 1
[the, room, the, superfices, was] : 1
[the, room, was, quilted, on] : 1
[the, room, where, company, meet] : 1
[the, room, where, i, lay] : 1
[the, room, where, i, was] : 1
[the, room, who, seeing, me] : 1
[the, root, and, falls, with] : 1
[the, rope, and, whoever, jumps] : 1
[the, rope, performed, upon, a] : 1
[the, ropes, or, badges, of] : 1
[the, rough, work, in, about] : 1
[the, royal, apartments, which, i] : 1
[the, royal, family, and, great] : 1
[the, royal, issue, of, both] : 1
[the, royal, map, made, by] : 1
[the, royal, palace, and, put] : 1
[the, royal, palace, shall, be] : 1
[the, royal, palace, while, we] : 1
[the, royal, park, about, a] : 1
[the, royal, park, two, hundred] : 1
[the, royal, port, and, being] : 1
[the, royal, port, of, blefuscu] : 2
[the, royal, port, of, lilliput] : 1
[the, royal, sovereign, he, observed] : 1
[the, royal, stables, having, been] : 1
[the, royal, throne, could, not] : 1
[the, rudiments, of, lewdness, coquetry] : 1
[the, ruin, of, her, fortune] : 1
[the, ruin, of, their, families] : 1
[the, ruin, of, the, public] : 1
[the, rule, the, pencil, and] : 1
[the, sagacity, and, smell, of] : 1
[the, sagacity, of, a, common] : 1
[the, said, ambassadors, although, he] : 1
[the, said, apartment, lying, and] : 1
[the, said, cow, were, red] : 1
[the, said, empire, of, blefuscu] : 1
[the, said, fire, kindled, in] : 1
[the, said, flestrin, did, like] : 1
[the, said, flestrin, like, a] : 1
[the, said, law, under, colour] : 1
[the, said, license, does, falsely] : 1
[the, said, man, shall, at] : 1
[the, said, man, shall, confine] : 1
[the, said, man, shall, have] : 1
[the, said, man, shall, in] : 1
[the, said, messenger, back, so] : 1
[the, said, minister, a, tweak] : 1
[the, said, prince, and, renewed] : 1
[the, said, quinbus, flestrin, contrary] : 1
[the, said, quinbus, flestrin, having] : 1
[the, said, quinbus, flestrin, in] : 1
[the, said, roads, he, shall] : 1
[the, said, royal, palace, against] : 1
[the, said, service, upon, pretence] : 1
[the, said, voyage, and, thereby] : 1
[the, sail, i, could, and] : 1
[the, sail, into, the, ship] : 1
[the, sailors, but, it, would] : 1
[the, sailors, stood, all, about] : 1
[the, sailors, told, me, with] : 1
[the, sailors, were, all, in] : 1
[the, sailors, were, not, able] : 1
[the, sailors, while, i, was] : 1
[the, sail, was, split, and] : 1
[the, sake, of, his, royal] : 1
[the, sake, of, injuring, their] : 1
[the, sake, of, money, whom] : 1
[the, sake, of, my, noble] : 1
[the, sake, of, my, patron] : 1
[the, saliva, he, had, a] : 1
[the, salt, this, prince, took] : 1
[the, same, affection, to, his] : 1
[the, same, animal, but, i] : 1
[the, same, appearance, he, had] : 1
[the, same, artist, whom, i] : 1
[the, same, at, which, her] : 1
[the, same, but, were, looked] : 1
[the, same, cause, and, cited] : 1
[the, same, cause, with, ours] : 1
[the, same, colour, he, has] : 1
[the, same, compliment, of, striking] : 1
[the, same, computation, they, provided] : 1
[the, same, country, very, often] : 1
[the, same, course, rather, than] : 1
[the, same, course, that, i] : 1
[the, same, creek, whence, i] : 1
[the, same, cup, neither, was] : 1
[the, same, day, at, two] : 1
[the, same, dialect, only, one] : 1
[the, same, differences, which, i] : 1
[the, same, directions, to, all] : 1
[the, same, disease, to, which] : 1
[the, same, disposition, among, most] : 1
[the, same, distress, my, master] : 1
[the, same, doctor, proposed, whoever] : 1
[the, same, dry, grass, and] : 1
[the, same, effects, that, wine] : 1
[the, same, endowments, among, these] : 1
[the, same, errand, and, in] : 1
[the, same, experiment, with, equal] : 1
[the, same, fate, to, whereof] : 1
[the, same, fopperies, till, i] : 1
[the, same, foundation, with, that] : 1
[the, same, friendship, and, mutual] : 1
[the, same, gallant, and, has] : 1
[the, same, garden, when, my] : 1
[the, same, general, disposition, after] : 1
[the, same, gentleman, who, had] : 1
[the, same, hole, and, hide] : 1
[the, same, in, every, part] : 1
[the, same, instrument, he, had] : 1
[the, same, kind, i, conjectured] : 1
[the, same, kind, in, the] : 1
[the, same, kind, or, nearly] : 1
[the, same, kind, sitting, in] : 1
[the, same, landing, but, stood] : 1
[the, same, law, of, gravitation] : 1
[the, same, letters, which, compose] : 1
[the, same, loss, with, me] : 1
[the, same, manner, a, fancy] : 1
[the, same, manner, and, made] : 1
[the, same, manner, and, so] : 2
[the, same, manner, as, i] : 3
[the, same, manner, by, every] : 1
[the, same, manner, for, although] : 1
[the, same, manner, i, began] : 1
[the, same, manner, i, likewise] : 1
[the, same, manner, just, as] : 1
[the, same, manner, only, those] : 1
[the, same, manner, taking, them] : 1
[the, same, manner, they, have] : 1
[the, same, manner, to, make] : 1
[the, same, materials, but, fixed] : 1
[the, same, means, to, drown] : 1
[the, same, metal, which, we] : 1
[the, same, name, i, held] : 1
[the, same, objects, still, occurred] : 1
[the, same, observation, when, he] : 1
[the, same, ointment, that, was] : 1
[the, same, operation, i, visited] : 1
[the, same, operation, till, the] : 1
[the, same, opinion, he, showed] : 1
[the, same, opinion, so, that] : 1
[the, same, order, in, his] : 1
[the, same, pains, himself, several] : 1
[the, same, particulars, without, deserving] : 1
[the, same, perfection, with, other] : 1
[the, same, person, i, had] : 1
[the, same, persons, up, again] : 1
[the, same, person, told, me] : 1
[the, same, prescriptions, it, is] : 1
[the, same, principle, of, avarice] : 1
[the, same, privilege, with, the] : 1
[the, same, proportion, but, this] : 1
[the, same, proportion, in, every] : 1
[the, same, proportion, i, remember] : 1
[the, same, proportion, through, all] : 1
[the, same, proportion, with, the] : 1
[the, same, purpose, but, his] : 1
[the, same, purpose, but, when] : 1
[the, same, purpose, when, my] : 1
[the, same, quality, are, with] : 1
[the, same, reason, i, twisted] : 1
[the, same, reason, they, never] : 1
[the, same, regimen, i, would] : 1
[the, same, resemblance, between, our] : 1
[the, same, room, to, this] : 1
[the, same, shape, or, so] : 1
[the, same, ship, to, be] : 1
[the, same, size, called, the] : 1
[the, same, size, with, him] : 2
[the, same, size, with, those] : 1
[the, same, sort, of, creature] : 1
[the, same, sort, ranked, on] : 1
[the, same, species, who, come] : 1
[the, same, store, with, some] : 1
[the, same, strength, which, enabled] : 1
[the, same, temper, that, boys] : 1
[the, same, thing, when, i] : 1
[the, same, till, we, should] : 1
[the, same, time, as, near] : 1
[the, same, time, by, both] : 1
[the, same, time, fell, a] : 1
[the, same, time, from, every] : 1
[the, same, time, gave, him] : 1
[the, same, time, i, heard] : 1
[the, same, time, in, such] : 1
[the, same, time, into, a] : 1
[the, same, time, manuring, it] : 1
[the, same, time, my, birth] : 1
[the, same, time, pelted, from] : 1
[the, same, time, protested, i] : 1
[the, same, time, she, was] : 1
[the, same, time, so, abstracted] : 1
[the, same, time, the, emperor] : 1
[the, same, time, the, reader] : 1
[the, same, time, under, the] : 1
[the, same, time, with, a] : 1
[the, same, use, we, found] : 1
[the, same, with, my, waistcoat] : 1
[the, same, words, several, times] : 1
[the, same, word, twice, as] : 1
[the, sanctity, of, their, lives] : 2
[the, satisfaction, i, received, in] : 1
[the, satisfaction, i, was, able] : 1
[the, satisfaction, to, see, the] : 1
[the, savage, indians, of, america] : 1
[the, savages, observing, me, retreat] : 1
[the, saving, side, i, would] : 1
[the, scabbard, and, cast, it] : 1
[the, scabbard, i, was, pressed] : 1
[the, scaffold, floor, gave, such] : 1
[the, scale, measured, it, pretty] : 1
[the, scale, of, justice, whether] : 1
[the, scenes, of, blood, and] : 1
[the, scene, was, wholly, altered] : 1
[the, scent, came, directly, up] : 1
[the, schemes, and, politics, of] : 1
[the, school, of, languages, where] : 1
[the, school, of, political, projectors] : 1
[the, scimitar, to, and, fro] : 1
[the, score, of, their, wisdom] : 1
[the, score, of, trade, or] : 1
[the, scourge, of, france, the] : 1
[the, scraps, of, paper, fastened] : 1
[the, scrutoire, and, commanded, me] : 1
[these, 'that, all, true, believers] : 1
[the, sea, about, six, leagues] : 1
[the, sea, and, a, creek] : 1
[the, sea, and, a, wing] : 1
[the, sea, and, intended, to] : 1
[the, sea, and, i, walked] : 1
[the, sea, and, swim, for] : 1
[the, sea, and, when, linked] : 1
[the, sea, are, apt, like] : 1
[the, sea, as, fast, as] : 1
[the, sea, because, the, sea] : 1
[the, sea, being, full, in] : 1
[the, sea, below, i, stood] : 1
[the, sea, broke, strange, and] : 1
[these, absurdities, concluded, i, was] : 1
[the, sea, discharged, an, arrow] : 1
[these, admirable, in, the, contemplation] : 1
[these, advantages, i, made, so] : 1
[the, sea, fancied, i, saw] : 1
[the, sea, fight, at, actium] : 1
[the, sea, fish, are, of] : 1
[the, sea, five, hundred, carpenters] : 1
[the, sea, for, drink, i] : 1
[the, sea, for, i, now] : 1
[the, sea, from, a, far] : 1
[the, sea, generally, so, rough] : 1
[the, sea, i, found, myself] : 1
[the, sea, inconvenience, against, which] : 1
[the, sea, in, my, leathern] : 1
[the, sea, into, the, ship] : 1
[the, sea, in, which, work] : 1
[the, sea, i, ordered, him] : 1
[the, sea, i, spoken, dutch] : 1
[the, seal, perfectly, well, it] : 1
[the, sea, made, a, shift] : 1
[these, ambassadors, spoke, to, me] : 1
[the, seamen, at, their, landing] : 1
[the, seamen, disposed, of, my] : 1
[the, seamen, in, portuguese, bid] : 1
[the, seamen, might, conjecture, some] : 1
[the, seamen, prevented, me, and] : 1
[the, seamen, soon, knew, whence] : 1
[the, seamen, spied, a, rock] : 1
[the, seamen, threw, me, the] : 1
[the, seamen, towed, and, i] : 1
[the, seamen, were, all, provided] : 1
[the, seamen, who, tore, them] : 1
[the, seamen, would, go, back] : 1
[the, sea, my, box, by] : 1
[these, and, a, thousand, other] : 1
[these, and, cut, his, meat] : 1
[these, and, many, other, particulars] : 1
[these, and, the, following, laws] : 1
[these, and, the, like, impending] : 1
[these, and, the, like, particulars] : 1
[these, and, the, like, reasonings] : 1
[these, and, usually, contain, either] : 1
[these, animals, and, take, him] : 1
[these, animals, are, fondest, then] : 1
[these, animals, was, so, orderly] : 1
[the, sea, not, far, from] : 1
[the, sea, or, that, a] : 1
[these, appearances, could, be, nothing] : 1
[the, sea, pursuing, our, boat] : 1
[the, searchers, were, not, able] : 1
[these, are, allowed, to, produce] : 1
[these, are, not, suffered, to] : 1
[these, are, the, most, important] : 1
[these, articles, were, brought, to] : 1
[these, articles, with, great, cheerfulness] : 1
[these, artists, ingeniously, considering, that] : 1
[the, sea, seeing, we, had] : 1
[the, sea, served, me, for] : 1
[the, seaside, glumdalclitch, and, i] : 1
[the, seas, in, a, great] : 1
[the, sea, somewhat, that, looked] : 1
[the, sea, than, trying, or] : 1
[the, sea, that, coming, to] : 1
[the, sea, thereabouts, being, full] : 1
[the, sea, the, son, of] : 1
[the, sea, they, would, not] : 1
[the, seat, of, virtue, piety] : 1
[the, seats, of, kings, famous] : 1
[the, sea, under, the, conduct] : 1
[the, sea, upon, the, north] : 1
[the, sea, very, well, and] : 1
[the, sea, was, never, known] : 1
[the, sea, was, no, higher] : 1
[the, sea, water, was, in] : 1
[the, sea, whereupon, he, began] : 1
[the, sea, which, by, reason] : 1
[the, sea, which, he, had] : 1
[the, sea, which, would, certainly] : 1
[the, sea, with, a, page] : 1
[these, barbarians, than, live, with] : 1
[these, basins, the, water, is] : 1
[these, birds, they, would, boldly] : 1
[these, bits, of, wood, were] : 1
[these, bladders, they, now, and] : 1
[these, brutes, appeared, together, upon] : 1
[these, brutes, are, immediately, driven] : 1
[these, brutes, would, never, suffer] : 1
[these, buckets, were, about, the] : 1
[these, cells, were, several, globes] : 1
[these, censurers, were, better, acquainted] : 1
[these, chairs, but, i, absolutely] : 1
[these, circumstances, added, to, the] : 1
[these, circumstances, expecting, and, indeed] : 1
[these, circumstances, two, rats, crept] : 1
[these, civil, commotions, were, constantly] : 1
[these, colleges, the, professors, contrive] : 1
[these, commentators, always, kept, in] : 1
[the, second, after, the, treasurer] : 1
[the, second, by, betraying, or] : 1
[the, second, by, striking, against] : 1
[the, second, course, was, two] : 1
[the, second, course, which, the] : 1
[the, second, disadvantage, is, that] : 1
[the, second, for, a, man] : 1
[the, second, morning, about, eleven] : 1
[the, second, part, of, my] : 2
[the, second, place, i, would] : 1
[the, second, room, and, got] : 1
[the, second, room, towards, the] : 1
[the, second, the, lord, of] : 1
[the, second, was, of, an] : 1
[the, second, way, is, for] : 1
[these, considerations, moved, me, to] : 1
[these, consultations, several, officers, of] : 1
[these, conversations, but, i, defy] : 1
[these, cords, by, many, pulleys] : 1
[these, costly, meats, were, and] : 1
[these, creatures, full, in, my] : 1
[these, creatures, have, their, titles] : 1
[these, creatures, were, of, the] : 1
[the, secretaries, and, let, him] : 1
[the, secretaries, of, state, got] : 1
[the, secretary's, expedient, of, putting] : 1
[the, secretary, durst, presume, to] : 1
[the, secretary, humbly, desiring, to] : 1
[the, secretary, reldresal, who, was] : 1
[the, secretary, signifying, my, resolution] : 1
[the, secretary, the, whole, affair] : 1
[the, secretary, to, present, my] : 1
[the, secretary, will, be, directed] : 1
[the, secret, as, any, that] : 1
[the, secret, of, my, dress] : 1
[the, secret, of, my, having] : 1
[the, secret, should, be, discovered] : 1
[the, secret, was, kept, till] : 1
[the, secret, while, i, was] : 1
[the, sedan, and, the, girl] : 1
[these, dangers, for, a, day] : 1
[these, degenerate, as, they, are] : 1
[these, delighted, to, converse, with] : 1
[these, detestable, animals, and, could] : 1
[these, differences, are, common, to] : 1
[these, diminutive, mortals, who, durst] : 1
[these, discoveries, inclined, me, a] : 1
[these, diversions, are, often, attended] : 1
[these, diversions, he, was, interrupted] : 1
[these, durst, return, to, their] : 1
[these, ends, were, defeated, because] : 1
[these, engendered, and, their, brood] : 1
[these, engines, three, or, four] : 1
[these, enormous, barbarians, that, should] : 1
[these, entertainments, only, once, a] : 1
[these, expedients, was, utterly, rejected] : 1
[these, false, informations, which, i] : 1
[these, feats, our, thought, they] : 1
[these, fields, were, intermingled, with] : 1
[these, flints, they, likewise, cut] : 1
[these, funds, are, always, managed] : 1
[these, gave, notice, to, a] : 1
[these, gentlemen, after, they, had] : 1
[these, gentlemen, having, pen, ink] : 1
[these, girdles, the, horses, of] : 1
[these, grand, assemblies, was, held] : 1
[these, hairs, i, had, always] : 1
[these, half, erased, and, the] : 1
[these, have, their, several, names] : 1
[these, having, their, estates, below] : 1
[these, he, called, his, fobs] : 1
[these, holes, i, wove, the] : 1
[these, hooks, were, tied, by] : 1
[these, horrible, animals, had, the] : 1
[these, hundred, years, past, how] : 1
[these, i, also, made, very] : 1
[these, i, changed, every, second] : 1
[these, i, gave, as, it] : 1
[these, i, heated, before, the] : 1
[these, i, hoped, to, get] : 1
[these, illustrious, persons, at, court] : 1
[these, imaginations, besides, i, now] : 1
[these, insects, in, his, hand] : 1
[these, insects, were, as, large] : 1
[these, intestine, disquiets, we, are] : 1
[these, is, wholly, applied, to] : 1
[these, i, took, out, and] : 1
[the, seizure, of, their, fleet] : 1
[these, judges, are, persons, appointed] : 1
[these, latter, declining, ages, of] : 1
[these, lawyers, by, the, description] : 1
[these, lawyers, that, whatever, has] : 1
[these, long, discources, his, majesty] : 1
[these, lords, had, in, the] : 1
[these, maids, of, honour, a] : 1
[these, maids, of, honour, my] : 1
[these, means, he, had, already] : 1
[these, medicines, should, operate, repeat] : 1
[these, meet, with, more, pity] : 1
[these, methods, because, such, zealots] : 1
[these, ministers, having, all, employments] : 1
[these, miserable, animals, presume, to] : 1
[the, sempstresses, took, my, measure] : 1
[these, my, little, nurse, kept] : 1
[the, senate, certain, physicians, should] : 1
[the, senate, house, attended, by] : 1
[the, senate, of, rome, might] : 1
[these, noble, are, endowed, by] : 1
[these, nobles, have, likewise, the] : 1
[these, not, confined, to, particular] : 1
[the, sentence, in, writing, he] : 1
[the, sentence, of, putting, out] : 1
[the, sentiments, of, socrates, as] : 1
[these, nurseries, are, obliged, besides] : 1
[these, nurses, ever, presume, to] : 1
[these, observations, and, promised, to] : 1
[these, odd, appearances, both, in] : 1
[these, odious, animals, upon, my] : 1
[these, odious, insects, each, of] : 1
[these, of, ours, have, the] : 1
[these, orders, were, duly, put] : 1
[these, our, female, are, always] : 1
[these, packthreads, the, people, strung] : 1
[these, papers, are, delivered, to] : 1
[these, papers, i, now, venture] : 1
[these, papers, were, written, all] : 1
[these, people, are, fallen, by] : 1
[these, people, are, most, excellent] : 1
[these, people, are, so, taken] : 1
[these, people, are, subject, to] : 1
[these, people, are, under, continual] : 1
[these, people, are, wholly, excluded] : 1
[these, people, as, they, conducted] : 1
[these, people, had, endeavoured, to] : 1
[these, people, thought, it, a] : 1
[these, people, were, not, so] : 1
[these, persons, upon, their, return] : 1
[these, politer, pleasures, are, entirely] : 1
[these, praises, were, enlarged, and] : 1
[these, productions, were, not, peculiar] : 1
[these, projects, are, yet, brought] : 1
[these, pure, native, virtues, were] : 1
[these, reasons, the, trade, of] : 1
[these, reflections, for, the, gray] : 1
[these, reflections, when, one, of] : 1
[these, rogues, whom, i, had] : 1
[the, servant, imagine, what, could] : 1
[the, servants, and, one, or] : 1
[the, servants, are, not, allowed] : 1
[the, servants, cut, our, bread] : 1
[the, servants, drive, a, herd] : 1
[the, servants, of, the, family] : 1
[the, servants, opening, the, door] : 1
[the, servants, ran, for, ladders] : 1
[the, servants, tread, them, in] : 1
[the, servants, whose, office, it] : 1
[the, servant, who, used, to] : 1
[the, service, he, was, able] : 1
[the, service, of, his, country] : 1
[the, service, of, the, had] : 1
[the, services, you, had, done] : 1
[the, services, you, had, performed] : 1
[these, schools, are, of, several] : 1
[these, seemed, but, ordinary, cattle] : 1
[these, she, constantly, washed, for] : 1
[these, speculations, which, he, had] : 1
[these, statues, and, lay, unperceived] : 1
[these, sticks, and, fixing, them] : 1
[these, stones, could, be, of] : 1
[these, stones, from, the, place] : 1
[these, stones, is, fixed, in] : 1
[these, the, ladies, choose, their] : 1
[these, threads, are, proposed, as] : 1
[these, times, my, little, chair] : 1
[these, travels, mr, lemuel, gulliver] : 1
[these, trees, i, made, two] : 1
[these, troubles, the, emperors, of] : 1
[these, two, bodies, made, up] : 1
[these, two, maxims, nature, is] : 1
[these, two, originals, came, the] : 1
[these, two, parties, run, so] : 1
[these, two, persons, were, in] : 1
[these, under, the, name, of] : 1
[these, unhappy, people, were, proposing] : 1
[these, vehicles, and, soon, emptied] : 1
[the, several, actions, and, events] : 1
[the, several, articles, yet, i] : 1
[the, several, changes, in, customs] : 1
[the, several, cities, and, farmers] : 1
[the, several, countries, where, i] : 1
[the, several, crimes, for, which] : 1
[the, several, debates, upon, this] : 1
[the, several, districts, whether, they] : 1
[the, several, gradations, by, which] : 1
[the, several, gradations, downwards, till] : 1
[the, several, kinds, of, public] : 1
[the, several, lines, softly, as] : 1
[the, several, maladies, and, the] : 1
[the, several, methods, used, by] : 1
[the, several, minerals, in, their] : 1
[the, several, others, declared, their] : 1
[the, several, particulars, he, first] : 1
[the, several, parts, of, the] : 1
[the, several, parts, removing, the] : 1
[the, several, sects, among, us] : 1
[the, several, steps, by, which] : 1
[the, several, successions, of, princes] : 1
[the, several, towns, and, corporations] : 1
[the, several, uses, we, intended] : 1
[the, several, voyages, together, with] : 1
[these, vermin, with, my, naked] : 1
[these, very, carried, by, in] : 1
[these, virtuosi, seemed, to, think] : 1
[these, voyages, not, proving, very] : 1
[these, wanted, fortunes, i, would] : 1
[these, was, enclosed, a, prodigious] : 1
[these, were, all, the, notions] : 1
[these, were, food, for, me] : 1
[these, were, four, double, which] : 1
[these, were, joined, several, holy] : 1
[these, were, searched, and, sought] : 1
[these, were, sent, for, orders] : 1
[these, were, so, numerous, that] : 1
[these, were, the, only, people] : 1
[these, were, the, ornament, and] : 1
[these, were, too, soft, to] : 1
[these, whales, i, have, known] : 1
[these, wonders, they, shouted, for] : 1
[these, words, which, i, shall] : 1
[the, shade, of, a, mountain] : 1
[the, shame, is, greater, than] : 1
[the, shape, and, shortness, of] : 1
[the, shape, and, use, of] : 1
[the, shape, of, a, harp] : 1
[the, share, that, nature, allotted] : 1
[the, sharp, end, of, his] : 1
[the, sharpness, of, their, sight] : 1
[the, sheaves, in, carriages, and] : 1
[the, sheep, an, inch, and] : 1
[the, sheep, which, i, hope] : 1
[the, shell, of, a, snail] : 1
[the, shelter, of, a, rock] : 1
[the, she, would, admit, the] : 1
[the, shining, stones, abound, the] : 1
[the, ship, although, indeed, the] : 1
[the, ship, and, had, about] : 1
[the, ship, and, here, i] : 1
[the, ship, and, how, it] : 1
[the, ship, and, lent, me] : 1
[the, ship, and, secure, me] : 1
[the, ship, and, so, into] : 1
[the, ship, and, thence, into] : 1
[the, ship, and, then, go] : 1
[the, ship, and, the, rock] : 1
[the, ship, and, the, sailors] : 1
[the, ship, and, unbound, all] : 1
[the, ship, and, when, they] : 1
[the, ship, but, the, wind] : 1
[the, ship, came, within, half] : 1
[the, ship, given, to, a] : 1
[the, ship, i, found, myself] : 1
[the, ship, i, found, the] : 1
[the, ship, in, a, very] : 1
[the, ship, inform, the, captain] : 1
[the, ship, in, storms, in] : 1
[the, ship, in, which, i] : 1
[the, ship, i, should, have] : 1
[the, ship, i, was, going] : 1
[the, ship, lay, very, broad] : 1
[the, ships, and, fastened, them] : 1
[the, ships, bound, for, luggnagg] : 1
[the, ships, came, up, i] : 1
[the, ships, i, resolutely, cut] : 1
[the, ship, slackened, her, sails] : 1
[the, ships, move, forward, in] : 1
[the, ships, run, adrift, or] : 1
[the, ship, till, we, came] : 1
[the, ship, to, him, in] : 1
[the, ship, to, themselves, their] : 1
[the, ship, to, then, we] : 1
[the, ship, was, going, to] : 1
[the, ship, was, made, by] : 1
[the, ship, was, the, wholesomer] : 1
[the, ship, we, therefore, trusted] : 1
[the, ship, when, it, was] : 1
[the, ship, wore, bravely, we] : 1
[the, ship, yet, often, upon] : 1
[the, shops, and, i, was] : 1
[the, shops, and, markets, well] : 1
[the, shore, able, to, carry] : 1
[the, shore, after, our, shipwreck] : 1
[the, shore, and, ate, them] : 1
[the, shore, and, getting, into] : 1
[the, shore, and, hid, myself] : 1
[the, shore, and, saw, this] : 1
[the, shore, and, waiting, till] : 1
[the, shore, expecting, the, issue] : 1
[the, shore, is, not, diffused] : 1
[the, shore, till, i, was] : 1
[the, shore, to, find, out] : 1
[the, shore, which, i, accordingly] : 1
[the, shore, which, i, conjectured] : 1
[the, shortening, of, our, lives] : 1
[the, shortest, way, to, the] : 1
[the, shortness, of, my, claws] : 1
[the, short, time, i, continued] : 1
[the, should, be, exhorted, to] : 1
[the, should, be, exterminated, from] : 1
[the, shoulders, with, a, bamboo] : 1
[the, shout, i, heard, was] : 1
[the, shouts, of, the, vulgar] : 1
[the, sick, and, because, i] : 1
[the, sick, having, upon, some] : 1
[the, side, mounted, the, stool] : 1
[the, side, of, a, mountain] : 1
[the, side, of, a, rising] : 1
[the, side, of, that, mountain] : 1
[the, side, of, the, outer] : 1
[the, side, of, the, ship] : 1
[the, sides, and, floors, of] : 1
[the, sides, but, by, good] : 1
[the, sides, of, it, encompassed] : 1
[the, sides, of, it, which] : 1
[the, sides, of, the, coach] : 1
[the, sides, whereof, all, his] : 1
[the, sides, with, the, squeezes] : 1
[the, side, where, justice, lay] : 1
[the, sight, and, converse, of] : 1
[the, sight, of, a, common] : 1
[the, sight, of, a, human] : 1
[the, sight, of, a, lawyer] : 1
[the, sight, of, a, man] : 1
